"ABronte_Agnes.txt"	"ABronte_Tenant.txt"	"Austen_Emma.txt"	"Austen_Mansfield.txt"	"CBronte_Professor.txt"	"CBronte_Villette.txt"	"Dickens_Bleak.txt"	"Dickens_David.txt"	"EBronte_Wuthering.txt"	"Eliot_Middlemarch.txt"	"Eliot_Mill.txt"	"Fielding_Joseph.txt"	"Fielding_Tom.txt"	"Richardson_Clarissa.txt"	"Richardson_Pamela.txt"	"Sterne_Sentimental.txt"	"Sterne_Tristram.txt"	"Thackeray_Barry.txt"	"Thackeray_Pendennis.txt"	"Thackeray_Vanity.txt"	"Trollope_Barchester.txt"	"Trollope_Phineas.txt"	"Trollope_Prime.txt"
"agreeable"	0.021951647837031	0.0149386618544257	0.0311629385404526	0.0331374265349506	0.0101338798121854	0.000514967531297152	0.0154643378311126	0.0145384191705832	0.00514350375475774	0.0150770342217266	0.0120167465379753	0.00876725139362767	0.0160779089530984	0.0132525891728417	0.0191164556270653	0	0.00106850734865929	0.0070533468130628	0.00898810761011836	0.0111581869915231	0.0101087703691723	0.00189536091462536	0.000705106735532091
"attention"	0.014634431891354	0.0173288477511338	0.0367722674777341	0.035638364386645	0.0202677596243709	0.0278082466900462	0.0196818845123251	0.0156567591067819	0.0128587593868944	0.0131924049440108	0.0100940670918993	0.00438362569681383	0.00861316551058845	0.00911115505632868	0.00933065096082947	0.0170403369118041	0.0133563418582411	0.00470223120870853	0.00561756725632398	0.0072200033474561	0.0101087703691723	0.00606515492680116	0.0038780870454265
"adams"	0	0	0	0	0	0	0	0.00167750990429806	0	0	0	0.486582452346336	0.000287105517019615	0	0.0102409583716421	0	0	0	0	0	0	0	0
"man^s"	0.0014634431891354	0.00358527884506217	0.0105953991037539	0.00437664124046517	0.00788190652058867	0.00669457790686297	0.00787275380493003	0.0047529447288445	0.00257175187737887	0.0141347195828687	0.00672937806126618	0.0102284599592323	0.00803895447654922	0.0153233062310982	0.00546184446487579	0.0170403369118041	0.0341922351570973	0.00783705201451422	0.0157291883177071	0.00918909516948958	0.0166794711091343	0.0159210316828531	0.0373706569832008
"lips"	0.0029268863782708	0.0233043124929041	0.00373955262485431	0.00500187570338877	0.0349055860197498	0.040682434972475	0.0154643378311126	0.0153771741227322	0.0162877618900662	0.0157052439809652	0.0182654547377225	0.00949785567642998	0.0103357986127061	0.0109748004087595	0.0100133815189389	0.0170403369118041	0.0101508198122633	0.00313482080580569	0.00674108070758877	0.00656363940677827	0.0126359629614654	0.00796051584142653	0.00564085388425673
"six"	0.0204882046478956	0.0113533830093636	0.00685584647889957	0.0125046892584719	0.0202677596243709	0.0108143181572402	0.010684451592405	0.0153771741227322	0.0171450125158591	0.0100513561478178	0.00624870819974717	0.026301754180883	0.00689053240847076	0.0103535852912826	0.0125167268986737	0.0243433384454344	0.0181646249272079	0.0266459768493484	0.0101116210613832	0.01509637063559	0.00606526222150338	0.0147838151340778	0.0102240476652153
"receive"	0.0117075455130832	0.00717055769012435	0.00623258770809052	0.00687757909215956	0.0112598664579838	0.00772451296945728	0.0104032818136575	0.0109038143779374	0.00857250625792957	0.00376925855543166	0.00576803833822815	0.00949785567642998	0.0143552758509808	0.0233991027582987	0.01729584080544	0.00243433384454344	0.00908231246360397	0.0156741040290284	0.00617932398195637	0.00951727713982849	0.0202175407383446	0.00871866020727667	0.007756174090853
"yours"	0.00585377275654159	0.0149386618544257	0.00436281139566337	0.0118794547955483	0.00788190652058867	0.0118442532198345	0.00955977247741504	0.00950588945768901	0.0180022631416521	0.0116218805459143	0.0129780862610133	0.00365302141401153	0.00746474344250999	0.0141844118490572	0.0286746834405979	0.00243433384454344	0.00267126837164823	0.0070533468130628	0.011235134512648	0.00820454925847284	0.00657070073996199	0.0181954647804035	0.0148072414461739
"beginning"	0.00878065913481239	0.019719033647842	0.0249303508323621	0.0275103163686382	0.0101338798121854	0.0123592207511316	0.0140584889373751	0.0111833993619871	0.0120015087611014	0.0223014464529706	0.0259561725220267	0.00876725139362767	0.00660342689145115	0.0051767926456413	0.00728245928650105	0.00730300153363032	0.0261784300421526	0.00470223120870853	0.00505581053069158	0.00623545743643936	0.00758157777687922	0.0212280422438041	0.0158649015494721
"finn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280878362816199	0	0	0.202424545681989	0.0627544994623561
"mistress"	0.0117075455130832	0.00776810416430138	0.00623258770809052	0.00687757909215956	0.00788190652058867	0.0118442532198345	0.00871626314117253	0.00279584984049677	0.0411480300380619	0.00251283903695444	0.00288401916911408	0.0336077970089061	0.041056088933805	0.0122172306437135	0.0168406871000337	0.0121716692227172	0.0154933565555597	0.0117555780217713	0.00954986433575076	0.0101736410805063	0.00758157777687922	0.00644422710972623	0.0038780870454265
"view"	0.00585377275654159	0.00776810416430138	0.0168279868118444	0.0143803926472427	0.0191417729785725	0.0221436038457775	0.012933809822385	0.0123017392981858	0.00685800500634365	0.0191603976567776	0.0192267944607605	0.00657543854522075	0.00602921585741192	0.0192576686417856	0.0122891500459705	0.00973733537817376	0.0112193271609225	0.00391852600725711	0.00814547252166977	0.00459454758474479	0.00909789333225506	0.00303257746340058	0.00634596061978882
"peggotty"	0	0	0	0	0	0	0	0.19878492365932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"surely"	0.0131709887022186	0.0143411153802487	0.00186977631242716	0.00125046892584719	0.00337795993739514	0.0139041233450231	0.00815392358367753	0.00419377476074515	0.00942975688372252	0.00973725126819845	0.0105747369534183	0.01899571135286	0.0200973861913731	0.0210177781413037	0.0147924954257053	0.0121716692227172	0.00801380511494468	0.00391852600725711	0.00252790526534579	0.00754818531779501	0.0176903481460515	0.00682329929265131	0.0208006486981967
"clock"	0.0102441023239478	0.00358527884506217	0.00560932893728147	0.00250093785169439	0.0258976928533628	0.0175088960641032	0.0174325262823451	0.0192913638994277	0.0231457668964098	0.00942314638857915	0.0115360766764563	0	0.00459368827231384	0.0165657364660521	0.0141097648675958	0.00486866768908688	0.00801380511494468	0.00783705201451422	0.0148865532292585	0.00853273122881175	0.00808701629533783	0.0125093820365274	0.00705106735532091
"talked"	0.0131709887022186	0.0101582900610095	0.0411350788733974	0.0331374265349506	0.0112598664579838	0.0144190908763202	0.00815392358367753	0.0123017392981858	0.00857250625792957	0.0106795659070564	0.00817138764582322	0.00219181284840692	0.00315816068721577	0.00610861532185673	0.011606419487861	0.00243433384454344	0.00267126837164823	0.0101881676188685	0.0210658772112149	0.0233009198940629	0.0166794711091343	0.0117512376706773	0.0133970279751097
"allow"	0.0117075455130832	0.0131460224318946	0.0292931622280255	0.0187570338877079	0.0056299332289919	0.00411974025037721	0.00984094225616254	0.0114629843460367	0.0145732606384803	0.00942314638857915	0.00288401916911408	0.00949785567642998	0.00890027102760807	0.0152197703781854	0.0122891500459705	0.00486866768908688	0.00908231246360397	0.0125392832232228	0.00449405380505918	0.00590727546610044	0.0252719259229307	0.0125093820365274	0.0211532020659627
"engaged"	0.00585377275654159	0.00657301121594732	0.023683833290744	0.0212579717394023	0.0056299332289919	0.00669457790686297	0.01237147026489	0.0156567591067819	0.00514350375475774	0.00973725126819845	0.00721004792278519	0.0124202728076392	0.0143552758509808	0.0122172306437135	0.00796518984461052	0.00486866768908688	0.00534253674329645	0.0164578092304799	0.0233129041137445	0.0147681886652511	0.00909789333225506	0.0113721654877522	0.00705106735532091
"to-morrow"	0.0160978750804894	0.0227067660187271	0.0168279868118444	0.0168813304989371	0.0101338798121854	0.00720954543816012	0.012933809822385	0	0.0162877618900662	0.0100513561478178	0.0187461245992415	0.00219181284840692	0.00976158757866691	0.0147020911136213	0.0120615731932674	0.00243433384454344	0.00267126837164823	0.00235111560435427	0.00870722924730216	0.0127990968432176	0.0111196474060895	0.0227443309755044	0.0172751150205362
"offered"	0.0204882046478956	0.0131460224318946	0.00498607016647242	0.00687757909215956	0.0202677596243709	0.0205987012518861	0.00140584889373751	0.00419377476074515	0.0128587593868944	0.0106795659070564	0.00480669861519013	0.0241099413324761	0.0169392255041573	0.0183258459655702	0.0122891500459705	0.00730300153363032	0.0058767904176261	0.0195926300362856	0.0123586479639127	0.00820454925847284	0.0151631555537584	0.00985587675605189	0.00846128082638509
"latter"	0.0175613182696248	0.0244994054412582	0.00311629385404526	0.00562711016631237	0.0056299332289919	0.00926941556334873	0.00393637690246502	0.00671003961719224	0.0162877618900662	0.00408336343505096	0.00192267944607605	0.0248405456152784	0.0292847627360007	0.0107677287029339	0.00659972872839158	0.00973733537817376	0.00747955144061503	0.0242948612449941	0.0264025661047227	0.0262545576271131	0.00808701629533783	0.00568608274387609	0.00528830051649068
"followed"	0.0117075455130832	0.0191214871736649	0.0180745043534625	0.0243841440540203	0.0304016394365563	0.0252334090335604	0.00759158402618253	0.0100650594257884	0.019716764393238	0.00973725126819845	0.00913272736886125	0.00876725139362767	0.00545500482337269	0.00859347579176455	0.00910307410812631	0.021909004600891	0.00961656613793361	0.0180252196333827	0.0137630397779937	0.0203472821610126	0.0116250859245481	0.00871866020727667	0.00669851398755487
"generous"	0.00439032956740619	0.00956074358683247	0.00249303508323621	0.00375140677754158	0.00337795993739514	0.00669457790686297	0.00449871645996002	0.00335501980859612	0.00257175187737887	0.00973725126819845	0.00192267944607605	0.0109590642420346	0.01492948688502	0.0170834157306163	0.0377777575487242	0.021909004600891	0.0101508198122633	0.00783705201451422	0.0171335801317881	0.0193627362499959	0.00101087703691723	0.00909773239020174	0.00211532020659627
"parents"	0.029268863782708	0.00298773237088515	0.00249303508323621	0.00562711016631237	0.00788190652058867	0.0113292856885373	0.00309286756622251	0.00195709488834774	0.00257175187737887	0.00596799271276679	0.00336468903063309	0.0131508770904415	0.00689053240847076	0.0220531366704319	0.0530254066798358	0.00486866768908688	0.00427402939463716	0.00626964161161138	0.00617932398195637	0.0164090985169457	0.00202175407383446	0.000379072182925073	0.000705106735532091
"school"	0.0204882046478956	0.00239018589670812	0.00685584647889957	0.00312617231461798	0.0405355192487417	0.0308980518778291	0.0109656213711525	0.0287972533571167	0	0.00785262199048262	0.037011579336964	0.01899571135286	0.00717763792549038	0.000621215117476956	0.00659972872839158	0.00243433384454344	0.00427402939463716	0.00783705201451422	0.0190997286715015	0.0311772871821968	0.0217338562937204	0.00189536091462536	0.00282042694212836
"getting"	0.014634431891354	0.0101582900610095	0.00997214033294484	0.0131299237213955	0.00900789316638705	0.00566464284426867	0.0120903004861425	0.0178934389791793	0.0128587593868944	0.0351797465173621	0.037011579336964	0.00584483426241845	0.00315816068721577	0.00465911338107717	0.00273092223243789	0.0292120061345213	0.0186988786015376	0.0109718728203199	0.0109542561498318	0.00787636728813393	0.0136468399983826	0.0144047429511528	0.0133970279751097
"greatest"	0.0175613182696248	0.0107558365351865	0.0180745043534625	0.0268850819057146	0	0.00154490259389146	0.00955977247741504	0.00419377476074515	0.00428625312896478	0.00314104879619305	0.00192267944607605	0.0277629627464876	0.0175134365381965	0.0108712645558467	0.0150200722784084	0.00730300153363032	0.0229729079961747	0.0258622716478969	0.0146056748664423	0.0206754641313516	0.00404350814766892	0.010234948938977	0.00846128082638509
"months"	0.0190247614587602	0.019719033647842	0.0186977631242716	0.0181317994247843	0.0168897996869757	0.0123592207511316	0.00899743291992004	0.0125813242822354	0.019716764393238	0.0106795659070564	0.00624870819974717	0.00292241713120922	0.00488079378933346	0.00538386435146695	0.00568942131757895	0.0170403369118041	0.016561863904219	0.0180252196333827	0.0168527017689719	0.0164090985169457	0.0106142088876309	0.015541959499928	0.0260889492146874
"noble"	0.00439032956740619	0.00776810416430138	0.00311629385404526	0.00312617231461798	0.00675591987479029	0.00669457790686297	0.00731041424743503	0.00643045463314256	0.000857250625792957	0.0116218805459143	0.00192267944607605	0.00730604282802306	0.0137810648169415	0.01905059693596	0.0282195297351916	0.00243433384454344	0.00427402939463716	0.0274296820507998	0.0117968912382804	0.0180500083686402	0.00657070073996199	0.00341164964632565	0.0109291544007474
"feet"	0.029268863782708	0.0143411153802487	0.000623258770809052	0.00250093785169439	0.0123858531037822	0.016993928532806	0.0134961493798801	0.0139792492024838	0.0214312656448239	0.00345515367581235	0.0105747369534183	0.00657543854522075	0.00660342689145115	0.0113889438204109	0.0104685352243453	0.00973733537817376	0.0138905955325708	0.0117555780217713	0.0140439181408099	0.0101736410805063	0.0267882414783066	0.0178163925974784	0.0112817077685135
"society"	0.0102441023239478	0.0179263942253109	0.0299164209988345	0.0187570338877079	0.00788190652058867	0.00772451296945728	0.010684451592405	0.0106242293938877	0.0128587593868944	0.00942314638857915	0.0163427752916464	0.00876725139362767	0.0100486930956865	0.000931822676215433	0.000682730558109474	0.00243433384454344	0.00320552204597787	0.0289970924537026	0.0401656058827164	0.0311772871821968	0.00808701629533783	0.010614021121902	0.00634596061978882
"supposed"	0.00585377275654159	0.00836565063847841	0.0218140569783168	0.0231336751281731	0.00450394658319352	0.00823948050075443	0.0149019982736176	0.0187321939313283	0.00942975688372252	0.0065962024720054	0.00528736847670914	0.00511422997961614	0.011197115163765	0.0193612044946984	0.00614457502298526	0.00730300153363032	0.00694529776628539	0.00783705201451422	0.00730283743322117	0.00590727546610044	0.0121305244430068	0.00985587675605189	0.0144546880784079
"allowed"	0.00731721594567699	0.00597546474177029	0.0249303508323621	0.0168813304989371	0.0112598664579838	0.010299350625943	0.00337403734497001	0.00615086964909289	0.00942975688372252	0.0109936707866757	0.00672937806126618	0.00730604282802306	0.00631632137443153	0.0123207664966263	0.00568942131757895	0	0.00267126837164823	0.0242948612449941	0.00421317544224298	0.011486368961862	0.0308317496259755	0.02615598062183	0.0334925699377743
"joy"	0.0102441023239478	0.0143411153802487	0.0112186578745629	0.0106289858697011	0.00788190652058867	0.00823948050075443	0.00731041424743503	0.010344644409838	0.0214312656448239	0.00942314638857915	0.0206688040453176	0.0153426899388484	0.0157908034360788	0.0116995513791493	0.0336813742000674	0.00730300153363032	0.00320552204597787	0.00470223120870853	0.00561756725632398	0.0049227295550837	0.00909789333225506	0.00606515492680116	0.007756174090853
"tried"	0.0175613182696248	0.00956074358683247	0.0162047280410354	0.0181317994247843	0.00900789316638705	0.0180238635954003	0.0143396587161226	0.0220872137399245	0.019716764393238	0.0160193488605846	0.00769071778430421	0.00292241713120922	0.00172263310211769	0.00745458140972347	0.00773761299190737	0.0121716692227172	0.00373977572030752	0.00470223120870853	0.0132012830523613	0.0216600100423683	0.0176903481460515	0.0128884542194525	0.0105766010329814
"garden"	0.0263419774044372	0.0185239406994879	0.00685584647889957	0.00437664124046517	0.0292756527907579	0.0360477271908006	0.0112467911499	0.0218076287558748	0.0282892706511676	0.00942314638857915	0.0115360766764563	0.0102284599592323	0.00401947723827461	0.00776518896846194	0.0211646473013937	0	0.00480828306896681	0.00626964161161138	0.0132012830523613	0.00754818531779501	0.00960333185071368	0.00568608274387609	0.00211532020659627
"talking"	0.0190247614587602	0.0179263942253109	0.0330327148528798	0.0237589095910967	0.00900789316638705	0.00875444803205158	0.0115279609286475	0.0150975891386825	0.0120015087611014	0.0160193488605846	0.0163427752916464	0.00511422997961614	0.00258394965317654	0.00341668314612326	0.00796518984461052	0.00243433384454344	0.0106850734865929	0.00783705201451422	0.0202232421227663	0.0141118247245733	0.0121305244430068	0.0193326813291787	0.0116342611362795
"appear"	0.0117075455130832	0.0137435689060717	0.0224373157491259	0.0231336751281731	0.00337795993739514	0.00720954543816012	0.0120903004861425	0.00810796453744062	0.00428625312896478	0.00533978295352818	0.00480669861519013	0.0131508770904415	0.0203844917083927	0.0193612044946984	0.0143373417202989	0.00243433384454344	0.00694529776628539	0.0180252196333827	0.00954986433575076	0.00459454758474479	0.0106142088876309	0.00303257746340058	0.0038780870454265
"fancy"	0.00731721594567699	0.0119509294835406	0.0230605745199349	0.0162560960360135	0.0135118397495806	0.0144190908763202	0.00843509336242503	0.0142588341865335	0.0214312656448239	0.00816672687010193	0.00721004792278519	0.0109590642420346	0.00890027102760807	0.00621215117476955	0.00773761299190737	0.0243433384454344	0.0293839520881305	0.0219437456406398	0.0148865532292585	0.01509637063559	0.00303263111075169	0.0159210316828531	0.0119868145040456
"beautiful"	0.0160978750804894	0.00956074358683247	0.0149582104994173	0.00687757909215956	0.0101338798121854	0.0205987012518861	0.0185572053973351	0.0187321939313283	0.0111442581353084	0.0119359854255336	0.0177847848762035	0.00730604282802306	0.00890027102760807	0.00155303779369239	0.00409638334865684	0.00973733537817376	0.00320552204597787	0.00783705201451422	0.0249981742906417	0.022644555953385	0.0308317496259755	0.0117512376706773	0.0038780870454265
"believed"	0.00585377275654159	0.00597546474177029	0.0286699034572164	0.0218832062023259	0.00788190652058867	0.0133891558137259	0.00674807468994003	0.0178934389791793	0.00514350375475774	0.018532187897539	0.00624870819974717	0.0226487327668715	0.0152165924020396	0.0108712645558467	0.00682730558109474	0.00486866768908688	0.00213701469731858	0.00313482080580569	0.00589844561914018	0.00754818531779501	0.0156685940722171	0.0151628873170029	0.0169225616527702
"seat"	0.00585377275654159	0.0137435689060717	0.00685584647889957	0.0137551581843191	0.0258976928533628	0.0231735389083718	0.010684451592405	0.0111833993619871	0.0231457668964098	0.00502567807390888	0.00913272736886125	0.00730604282802306	0.00401947723827461	0.00496972093981564	0.00568942131757895	0.00486866768908688	0.00320552204597787	0.00313482080580569	0.0140439181408099	0.00918909516948958	0.0212284177752618	0.0432142288534583	0.0264415025824534
"ah"	0.00585377275654159	0.0107558365351865	0.0299164209988345	0.00500187570338877	0.0225197329159676	0.016993928532806	0.0163078471673551	0.0139792492024838	0.019716764393238	0.0138206147032494	0.0341275601678499	0.00730604282802306	0.00172263310211769	0.00434850582233869	0.00819276669731368	0	0.000534253674329645	0.0141066936261256	0.0140439181408099	0.0144400066949122	0.0141522785168412	0.0159210316828531	0.0109291544007474
"clear"	0.0175613182696248	0.0185239406994879	0.00685584647889957	0.00937851694385394	0.0304016394365563	0.027293279158749	0.0149019982736176	0.0111833993619871	0.0111442581353084	0.0245001806103058	0.0182654547377225	0.00146120856560461	0.00459368827231384	0.0105606569971082	0.00432396020136	0.00486866768908688	0.0117535808352522	0.00470223120870853	0.00898810761011836	0.00853273122881175	0.0161740325906757	0.0083395880243516	0.0116342611362795
"goodness"	0.00731721594567699	0.0131460224318946	0.00436281139566337	0.00437664124046517	0.0123858531037822	0.00875444803205158	0.00618573513244502	0.00782837955339095	0.000857250625792957	0.00439746831467027	0.00576803833822815	0.0241099413324761	0.0252652854977261	0.00983590602671846	0.0593975585555242	0.00973733537817376	0.0058767904176261	0.00156741040290284	0.00449405380505918	0.00557909349576153	0.00252719259229307	0.000758144365850145	0.00176276683883023
"perfect"	0.0102441023239478	0.0107558365351865	0.0211907982075078	0.0106289858697011	0.0101338798121854	0.0231735389083718	0.01012211203491	0.0136996642184342	0.00771525563213661	0.0153911391013459	0.0115360766764563	0.0146120856560461	0.0157908034360788	0.00735104555681064	0.00614457502298526	0.00243433384454344	0.00801380511494468	0.00940446241741707	0.0162909450433395	0.0177218263983013	0.0141522785168412	0.00796051584142653	0.00916638756191718
"d"	0	0	0.00498607016647242	0.00125046892584719	0.0168897996869757	0.0123592207511316	0.00140584889373751	0.010344644409838	0	0.00439746831467027	0.00144200958455704	0.0124202728076392	0.0249781799807065	0.0172904874364419	0.00705488243379789	0.0438180092017819	0.0299182057624601	0.00626964161161138	0.0216276339368473	0.0216600100423683	0.00202175407383446	0.00682329929265131	0.00951894092968323
"dead"	0.00731721594567699	0.00717055769012435	0.0012465175416181	0.00250093785169439	0.0112598664579838	0.0180238635954003	0.0306475058834776	0.0178934389791793	0.0342900250317183	0.0100513561478178	0.0120167465379753	0.0102284599592323	0.0126326427488631	0.00641922288059521	0.00568942131757895	0.021909004600891	0.0133563418582411	0.0188089248348341	0.0126395263267289	0.0124709148728787	0.0136468399983826	0.00492793837802594	0.00705106735532091
"assure"	0.00731721594567699	0.00657301121594732	0.0367722674777341	0.0118794547955483	0.00225197329159676	0.00772451296945728	0.0126526400436375	0.0128609092662851	0.00514350375475774	0.00376925855543166	0.00288401916911408	0.0423750484025337	0.0203844917083927	0.016048057201488	0.02594376120816	0	0.00160276102298894	0.00235111560435427	0.000280878362816199	0.00262545576271131	0.00404350814766892	0.00530701056095102	0.007756174090853
"free"	0.00585377275654159	0.00657301121594732	0.00311629385404526	0.00500187570338877	0.0180157863327741	0.0113292856885373	0.0134961493798801	0.00894671948958965	0.0137160100126873	0.0138206147032494	0.00961339723038026	0.00511422997961614	0.00516789930635307	0.0172904874364419	0.0175234176581432	0.00243433384454344	0.00908231246360397	0.0156741040290284	0.0101116210613832	0.00984545911016741	0.0121305244430068	0.0117512376706773	0.00987149429744928
"excellent"	0.00439032956740619	0.00836565063847841	0.0211907982075078	0.0118794547955483	0.0112598664579838	0.00926941556334873	0.010684451592405	0.00726920958529159	0.000857250625792957	0.00942314638857915	0.00913272736886125	0.0248405456152784	0.0157908034360788	0.0157374496427495	0.0213922241540968	0.00973733537817376	0.00908231246360397	0.00626964161161138	0.00786459415885357	0.0108300050211841	0.0116250859245481	0.00530701056095102	0.00211532020659627
"wharton"	0	0	0	0	0.0056299332289919	0	0	0	0	0	0	0	0	0.000103535852912826	0	0	0.000534253674329645	0	0	0	0	0	0.237268416506549
"ago"	0.00731721594567699	0.0143411153802487	0.0199442806658897	0.0150056271101663	0.0157638130411773	0.0216286363144804	0.0146208284948701	0.0120221543141361	0.0102870075095155	0.0150770342217266	0.0225914834913936	0.00876725139362767	0.011197115163765	0.00900761920341586	0.00546184446487579	0.00486866768908688	0.00961656613793361	0.00626964161161138	0.0106733777870156	0.011486368961862	0.00454894666612753	0.0121303098536023	0.0112817077685135
"trust"	0.0131709887022186	0.0239018589670812	0.00498607016647242	0.0100037514067775	0.0056299332289919	0.016993928532806	0.0185572053973351	0.0139792492024838	0.0060007543805507	0.0179039781383004	0.00913272736886125	0.0131508770904415	0.00516789930635307	0.0114924796733237	0.0118339963405642	0.0121716692227172	0.0149591028812301	0.00548593641015995	0.00393229707942678	0.00393818364406696	0.0121305244430068	0.0121303098536023	0.0162174549172381
"speech"	0.00585377275654159	0.00657301121594732	0.011841916645372	0.0137551581843191	0.0157638130411773	0.00875444803205158	0.00506105601745502	0.00643045463314256	0.018859513767445	0.0251283903695444	0.0134587561225324	0.0102284599592323	0.0126326427488631	0.00817933238011325	0.00409638334865684	0.00486866768908688	0.000534253674329645	0.0101881676188685	0.0148865532292585	0.00918909516948958	0.00505438518458615	0.0477630950485591	0.0105766010329814
"mother^s"	0.0380495229175203	0.0131460224318946	0.00934888156213578	0.00937851694385394	0.00675591987479029	0.00926941556334873	0.0104032818136575	0.0131404942503348	0.00857250625792957	0.00722441223124401	0.0163427752916464	0.00146120856560461	0.00172263310211769	0.0168763440247906	0.0138821880148926	0.00243433384454344	0.0160276102298894	0.0188089248348341	0.0235937824765607	0.0105018230508452	0.00505438518458615	0.00189536091462536	0.00141021347106418
"rose"	0.0102441023239478	0.0776810416430138	0.00498607016647242	0.00125046892584719	0.0405355192487417	0.0324429544717206	0.00702924446868753	0.010344644409838	0.0282892706511676	0.0172757683790618	0.0163427752916464	0.00657543854522075	0.00689053240847076	0.00196718120534369	0.00546184446487579	0.021909004600891	0.0101508198122633	0.00548593641015995	0.0106733777870156	0.0177218263983013	0.0106142088876309	0.00454886619510087	0.00317298030989441
"altogether"	0.00585377275654159	0.0113533830093636	0.0143349517286082	0.0143803926472427	0.00337795993739514	0.00772451296945728	0.0115279609286475	0.0128609092662851	0.0102870075095155	0.014448824462488	0.00913272736886125	0.00292241713120922	0.0100486930956865	0.00341668314612326	0.00318607593784421	0.0170403369118041	0.0138905955325708	0.0070533468130628	0.00983074269856696	0.00820454925847284	0.0156685940722171	0.0326002077315562	0.0408961906608613
"delight"	0.0204882046478956	0.0185239406994879	0.0130884341869901	0.0150056271101663	0.00675591987479029	0.0139041233450231	0.00477988623870752	0.00950588945768901	0.00857250625792957	0.0138206147032494	0.0110554068149373	0.0138814813732438	0.00976158757866691	0.00900761920341586	0.0229852621230189	0.00486866768908688	0.00480828306896681	0.00470223120870853	0.0140439181408099	0.019034554279657	0.00758157777687922	0.00530701056095102	0.00881383419415114
"proud"	0.00731721594567699	0.00896319711265544	0.00498607016647242	0.00312617231461798	0.0112598664579838	0.0123592207511316	0.01012211203491	0.0131404942503348	0.00685800500634365	0.0128783000643915	0.0197074643222795	0.000730604282802306	0.00200973861913731	0.0138738042903187	0.0248058769446442	0.00486866768908688	0.00267126837164823	0.0109718728203199	0.0109542561498318	0.00984545911016741	0.013141401479924	0.0132675264023775	0.0102240476652153
"standing"	0.0102441023239478	0.0155362083286028	0.0143349517286082	0.0112542203326247	0.0202677596243709	0.0113292856885373	0.0247429405297801	0.0226463837080238	0.0137160100126873	0.014448824462488	0.0173041150146845	0.00511422997961614	0.00430658275529423	0.00393436241068738	0.00386880649595368	0.0146060030672606	0.0117535808352522	0.00470223120870853	0.00589844561914018	0.00361000167372805	0.0242610488860135	0.0265350528047551	0.0102240476652153
"countenance"	0.0117075455130832	0.019719033647842	0.0105953991037539	0.0212579717394023	0.0405355192487417	0.0200837337205889	0.00562339557495002	0.00559169968099353	0.0325755237801324	0.00157052439809652	0.00240334930759506	0.0255711498980807	0.0235426523956084	0.0103535852912826	0.0145649185730021	0.00973733537817376	0.00534253674329645	0.00470223120870853	0.0117968912382804	0.0118145509322009	0.00606526222150338	0.00530701056095102	0.00352553367766046
"england"	0.0029268863782708	0.00239018589670812	0.00623258770809052	0.00937851694385394	0.0450394658319352	0.0128741882824288	0.00674807468994003	0.00698962460124192	0.00428625312896478	0.00219873415733513	0.000961339723038026	0.00803664711082536	0.0114842206807846	0.00693690214515934	0.0136546111621895	0.00730300153363032	0.00854805878927432	0.0313482080580569	0.0171335801317881	0.0246136477754185	0.0151631555537584	0.0170582482316283	0.0218583088014948
"reading"	0.0248785342153018	0.00776810416430138	0.00934888156213578	0.0156308615730899	0.0101338798121854	0.0154490259389146	0.00815392358367753	0.0111833993619871	0.0128587593868944	0.0125641951847722	0.00913272736886125	0.00949785567642998	0.0103357986127061	0.00973237017380564	0.0104685352243453	0.00486866768908688	0.0149591028812301	0.00626964161161138	0.0176953368574205	0.0121427329025398	0.00758157777687922	0.0174373204145533	0.0102240476652153
"french"	0.00439032956740619	0.000597546474177029	0.000623258770809052	0.00250093785169439	0.0675591987479029	0.030383084346532	0.00618573513244502	0.00111833993619871	0.00257175187737887	0.00251283903695444	0.00144200958455704	0.0131508770904415	0.00890027102760807	0.00258839632282065	0.00887549725542316	0.0925046860926508	0.0186988786015376	0.0493734276914396	0.0252790526534579	0.0485709316101592	0.00202175407383446	0.00113721654877522	0.00211532020659627
"handsome"	0.00731721594567699	0.0143411153802487	0.023683833290744	0.0143803926472427	0.023645719561766	0.023688506439669	0.0151831680523651	0.00866713450553998	0.0162877618900662	0.0131924049440108	0.0124974163994943	0.0182651070700576	0.0126326427488631	0.00590154361603108	0.00546184446487579	0.0146060030672606	0.00373977572030752	0.0266459768493484	0.0143247965036261	0.0167372804872846	0.00303263111075169	0.00720237147557638	0.00528830051649068
"pounds"	0.00731721594567699	0.00119509294835406	0.00249303508323621	0.00687757909215956	0.00337795993739514	0.00205987012518861	0.0132149796011326	0.0128609092662851	0.00171450125158591	0.0282694391657374	0.0173041150146845	0.0146120856560461	0.00459368827231384	0.00662629458642086	0.0113788426351579	0	0.0144248492069004	0.014890398827577	0.0174144584946043	0.0295363773305022	0.00707613925842061	0.0132675264023775	0.00740362072308696
